Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M25/5231B,01/01/2023 00:00:00,00:14:00,0,29,10,1,1,,,,,,,,,,,,,,,64,41
M25/5231B,01/01/2023 00:00:00,00:29:00,1,40,9,1,5,,,,,,,,,,,,,,,64,55
M25/5231B,01/01/2023 00:00:00,00:44:00,2,50,11,4,0,,,,,,,,,,,,,,,66,65
M25/5231B,01/01/2023 00:00:00,00:59:00,3,75,12,0,0,,,,,,,,,,,,,,,67,87
M25/5231B,01/01/2023 00:00:00,01:14:00,4,99,17,1,3,,,,,,,,,,,,,,,66,120
M25/5231B,01/01/2023 00:00:00,01:29:00,5,102,8,0,1,,,,,,,,,,,,,,,66,111
M25/5231B,01/01/2023 00:00:00,01:44:00,6,79,18,3,3,,,,,,,,,,,,,,,65,103
M25/5231B,01/01/2023 00:00:00,01:59:00,7,56,11,0,0,,,,,,,,,,,,,,,68,67
M25/5231B,01/01/2023 00:00:00,02:14:00,8,62,19,3,0,,,,,,,,,,,,,,,66,84
M25/5231B,01/01/2023 00:00:00,02:29:00,9,51,26,2,3,,,,,,,,,,,,,,,67,82
M25/5231B,01/01/2023 00:00:00,02:44:00,10,43,13,0,1,,,,,,,,,,,,,,,68,57
M25/5231B,01/01/2023 00:00:00,02:59:00,11,57,12,2,1,,,,,,,,,,,,,,,66,72
M25/5231B,01/01/2023 00:00:00,03:14:00,12,32,9,3,0,,,,,,,,,,,,,,,65,44
M25/5231B,01/01/2023 00:00:00,03:29:00,13,36,11,0,1,,,,,,,,,,,,,,,67,48
M25/5231B,01/01/2023 00:00:00,03:44:00,14,28,9,1,2,,,,,,,,,,,,,,,63,40
M25/5231B,01/01/2023 00:00:00,03:59:00,15,38,7,1,1,,,,,,,,,,,,,,,65,47
M25/5231B,01/01/2023 00:00:00,04:14:00,16,27,5,1,1,,,,,,,,,,,,,,,56,34
M25/5231B,01/01/2023 00:00:00,04:29:00,17,35,16,1,1,,,,,,,,,,,,,,,55,53
M25/5231B,01/01/2023 00:00:00,04:44:00,18,25,8,2,2,,,,,,,,,,,,,,,57,37
M25/5231B,01/01/2023 00:00:00,04:59:00,19,21,18,0,1,,,,,,,,,,,,,,,60,40
M25/5231B,01/01/2023 00:00:00,05:14:00,20,32,13,0,2,,,,,,,,,,,,,,,67,47
M25/5231B,01/01/2023 00:00:00,05:29:00,21,28,21,0,2,,,,,,,,,,,,,,,65,51
M25/5231B,01/01/2023 00:00:00,05:44:00,22,49,16,1,2,,,,,,,,,,,,,,,66,68
M25/5231B,01/01/2023 00:00:00,05:59:00,23,55,18,1,1,,,,,,,,,,,,,,,64,75
M25/5231B,01/01/2023 00:00:00,06:14:00,24,49,7,2,5,,,,,,,,,,,,,,,62,63
M25/5231B,01/01/2023 00:00:00,06:29:00,25,55,15,0,4,,,,,,,,,,,,,,,65,74
M25/5231B,01/01/2023 00:00:00,06:44:00,26,59,16,2,7,,,,,,,,,,,,,,,65,84
M25/5231B,01/01/2023 00:00:00,06:59:00,27,51,15,1,1,,,,,,,,,,,,,,,66,68
M25/5231B,01/01/2023 00:00:00,07:14:00,28,54,12,0,1,,,,,,,,,,,,,,,65,67
M25/5231B,01/01/2023 00:00:00,07:29:00,29,50,15,2,5,,,,,,,,,,,,,,,63,72
M25/5231B,01/01/2023 00:00:00,07:44:00,30,71,14,0,8,,,,,,,,,,,,,,,66,93
M25/5231B,01/01/2023 00:00:00,07:59:00,31,70,19,2,2,,,,,,,,,,,,,,,68,93
M25/5231B,01/01/2023 00:00:00,08:14:00,32,84,36,2,0,,,,,,,,,,,,,,,65,122
M25/5231B,01/01/2023 00:00:00,08:29:00,33,94,21,0,2,,,,,,,,,,,,,,,64,117
M25/5231B,01/01/2023 00:00:00,08:44:00,34,91,17,1,3,,,,,,,,,,,,,,,66,112
M25/5231B,01/01/2023 00:00:00,08:59:00,35,104,30,2,7,,,,,,,,,,,,,,,67,143
M25/5231B,01/01/2023 00:00:00,09:14:00,36,113,26,2,4,,,,,,,,,,,,,,,67,145
M25/5231B,01/01/2023 00:00:00,09:29:00,37,137,30,2,4,,,,,,,,,,,,,,,69,173
M25/5231B,01/01/2023 00:00:00,09:44:00,38,153,34,5,5,,,,,,,,,,,,,,,68,197
M25/5231B,01/01/2023 00:00:00,09:59:00,39,163,37,5,12,,,,,,,,,,,,,,,67,217
M25/5231B,01/01/2023 00:00:00,10:14:00,40,194,40,1,4,,,,,,,,,,,,,,,68,239
M25/5231B,01/01/2023 00:00:00,10:29:00,41,204,39,2,5,,,,,,,,,,,,,,,68,250
M25/5231B,01/01/2023 00:00:00,10:44:00,42,231,54,6,4,,,,,,,,,,,,,,,68,295
M25/5231B,01/01/2023 00:00:00,10:59:00,43,250,58,7,3,,,,,,,,,,,,,,,68,318
M25/5231B,01/01/2023 00:00:00,11:14:00,44,278,54,1,4,,,,,,,,,,,,,,,68,337
M25/5231B,01/01/2023 00:00:00,11:29:00,45,224,43,2,5,,,,,,,,,,,,,,,67,274
M25/5231B,01/01/2023 00:00:00,11:44:00,46,402,88,7,5,,,,,,,,,,,,,,,67,502
M25/5231B,01/01/2023 00:00:00,11:59:00,47,341,80,2,4,,,,,,,,,,,,,,,68,427
M25/5231B,01/01/2023 00:00:00,12:14:00,48,379,78,5,3,,,,,,,,,,,,,,,68,465
M25/5231B,01/01/2023 00:00:00,12:29:00,49,384,87,5,1,,,,,,,,,,,,,,,68,477
M25/5231B,01/01/2023 00:00:00,12:44:00,50,432,75,4,5,,,,,,,,,,,,,,,67,516
M25/5231B,01/01/2023 00:00:00,12:59:00,51,385,96,5,5,,,,,,,,,,,,,,,68,491
M25/5231B,01/01/2023 00:00:00,13:14:00,52,403,79,4,7,,,,,,,,,,,,,,,67,493
M25/5231B,01/01/2023 00:00:00,13:29:00,53,420,86,4,6,,,,,,,,,,,,,,,67,516
M25/5231B,01/01/2023 00:00:00,13:44:00,54,363,92,3,13,,,,,,,,,,,,,,,66,471
M25/5231B,01/01/2023 00:00:00,13:59:00,55,434,74,3,7,,,,,,,,,,,,,,,67,518
M25/5231B,01/01/2023 00:00:00,14:14:00,56,364,79,4,10,,,,,,,,,,,,,,,68,457
M25/5231B,01/01/2023 00:00:00,14:29:00,57,406,69,8,4,,,,,,,,,,,,,,,68,487
M25/5231B,01/01/2023 00:00:00,14:44:00,58,424,76,5,3,,,,,,,,,,,,,,,67,508
M25/5231B,01/01/2023 00:00:00,14:59:00,59,429,77,4,5,,,,,,,,,,,,,,,67,515
M25/5231B,01/01/2023 00:00:00,15:14:00,60,431,76,7,5,,,,,,,,,,,,,,,67,519
M25/5231B,01/01/2023 00:00:00,15:29:00,61,380,86,1,4,,,,,,,,,,,,,,,67,471
M25/5231B,01/01/2023 00:00:00,15:44:00,62,358,84,2,7,,,,,,,,,,,,,,,68,451
M25/5231B,01/01/2023 00:00:00,15:59:00,63,341,82,4,9,,,,,,,,,,,,,,,66,436
M25/5231B,01/01/2023 00:00:00,16:14:00,64,377,91,3,8,,,,,,,,,,,,,,,67,479
M25/5231B,01/01/2023 00:00:00,16:29:00,65,422,94,3,3,,,,,,,,,,,,,,,67,522
M25/5231B,01/01/2023 00:00:00,16:44:00,66,430,83,5,7,,,,,,,,,,,,,,,66,525
M25/5231B,01/01/2023 00:00:00,16:59:00,67,445,97,7,5,,,,,,,,,,,,,,,66,554
M25/5231B,01/01/2023 00:00:00,17:14:00,68,483,97,1,2,,,,,,,,,,,,,,,65,583
M25/5231B,01/01/2023 00:00:00,17:29:00,69,429,100,6,8,,,,,,,,,,,,,,,64,543
M25/5231B,01/01/2023 00:00:00,17:44:00,70,389,111,3,10,,,,,,,,,,,,,,,64,513
M25/5231B,01/01/2023 00:00:00,17:59:00,71,399,98,3,14,,,,,,,,,,,,,,,64,514
M25/5231B,01/01/2023 00:00:00,18:14:00,72,334,69,3,9,,,,,,,,,,,,,,,62,415
M25/5231B,01/01/2023 00:00:00,18:29:00,73,335,72,6,9,,,,,,,,,,,,,,,63,422
M25/5231B,01/01/2023 00:00:00,18:44:00,74,309,62,8,4,,,,,,,,,,,,,,,63,383
M25/5231B,01/01/2023 00:00:00,18:59:00,75,293,60,6,8,,,,,,,,,,,,,,,61,367
M25/5231B,01/01/2023 00:00:00,19:14:00,76,274,50,3,7,,,,,,,,,,,,,,,64,334
M25/5231B,01/01/2023 00:00:00,19:29:00,77,235,54,3,6,,,,,,,,,,,,,,,64,298
M25/5231B,01/01/2023 00:00:00,19:44:00,78,247,42,2,4,,,,,,,,,,,,,,,64,295
M25/5231B,01/01/2023 00:00:00,19:59:00,79,211,43,4,6,,,,,,,,,,,,,,,64,264
M25/5231B,01/01/2023 00:00:00,20:14:00,80,191,45,3,4,,,,,,,,,,,,,,,64,243
M25/5231B,01/01/2023 00:00:00,20:29:00,81,215,37,5,6,,,,,,,,,,,,,,,65,263
M25/5231B,01/01/2023 00:00:00,20:44:00,82,188,27,0,4,,,,,,,,,,,,,,,66,219
M25/5231B,01/01/2023 00:00:00,20:59:00,83,171,44,3,4,,,,,,,,,,,,,,,66,222
M25/5231B,01/01/2023 00:00:00,21:14:00,84,142,33,2,7,,,,,,,,,,,,,,,66,184
M25/5231B,01/01/2023 00:00:00,21:29:00,85,149,30,4,3,,,,,,,,,,,,,,,66,186
M25/5231B,01/01/2023 00:00:00,21:44:00,86,138,32,1,7,,,,,,,,,,,,,,,66,178
M25/5231B,01/01/2023 00:00:00,21:59:00,87,109,23,2,6,,,,,,,,,,,,,,,66,140
M25/5231B,01/01/2023 00:00:00,22:14:00,88,97,24,0,10,,,,,,,,,,,,,,,65,131
M25/5231B,01/01/2023 00:00:00,22:29:00,89,97,22,3,9,,,,,,,,,,,,,,,65,131
M25/5231B,01/01/2023 00:00:00,22:44:00,90,80,13,1,9,,,,,,,,,,,,,,,65,103
M25/5231B,01/01/2023 00:00:00,22:59:00,91,86,18,2,5,,,,,,,,,,,,,,,64,111
M25/5231B,01/01/2023 00:00:00,23:14:00,92,69,18,0,6,,,,,,,,,,,,,,,66,93
M25/5231B,01/01/2023 00:00:00,23:29:00,93,55,10,1,5,,,,,,,,,,,,,,,66,71
M25/5231B,01/01/2023 00:00:00,23:44:00,94,47,15,2,7,,,,,,,,,,,,,,,66,71
M25/5231B,01/01/2023 00:00:00,23:59:00,95,58,12,3,8,,,,,,,,,,,,,,,67,81
M25/5231B,02/01/2023 00:00:00,00:14:00,0,50,13,2,5,,,,,,,,,,,,,,,66,70
M25/5231B,02/01/2023 00:00:00,00:29:00,1,68,12,1,7,,,,,,,,,,,,,,,65,88
M25/5231B,02/01/2023 00:00:00,00:44:00,2,43,10,0,5,,,,,,,,,,,,,,,65,58
M25/5231B,02/01/2023 00:00:00,00:59:00,3,63,15,3,0,,,,,,,,,,,,,,,67,81
M25/5231B,02/01/2023 00:00:00,01:14:00,4,44,11,1,6,,,,,,,,,,,,,,,67,62
M25/5231B,02/01/2023 00:00:00,01:29:00,5,48,7,1,7,,,,,,,,,,,,,,,65,63
M25/5231B,02/01/2023 00:00:00,01:44:00,6,39,17,2,7,,,,,,,,,,,,,,,66,65
M25/5231B,02/01/2023 00:00:00,01:59:00,7,29,5,0,5,,,,,,,,,,,,,,,66,39
M25/5231B,02/01/2023 00:00:00,02:14:00,8,19,4,2,3,,,,,,,,,,,,,,,64,28
M25/5231B,02/01/2023 00:00:00,02:29:00,9,22,2,0,4,,,,,,,,,,,,,,,63,28
M25/5231B,02/01/2023 00:00:00,02:44:00,10,12,6,0,3,,,,,,,,,,,,,,,67,21
M25/5231B,02/01/2023 00:00:00,02:59:00,11,13,7,1,3,,,,,,,,,,,,,,,64,24
M25/5231B,02/01/2023 00:00:00,03:14:00,12,19,6,1,9,,,,,,,,,,,,,,,62,35
M25/5231B,02/01/2023 00:00:00,03:29:00,13,8,4,2,4,,,,,,,,,,,,,,,61,18
M25/5231B,02/01/2023 00:00:00,03:44:00,14,12,4,0,1,,,,,,,,,,,,,,,68,17
M25/5231B,02/01/2023 00:00:00,03:59:00,15,13,3,2,5,,,,,,,,,,,,,,,62,23
M25/5231B,02/01/2023 00:00:00,04:14:00,16,20,5,1,6,,,,,,,,,,,,,,,64,32
M25/5231B,02/01/2023 00:00:00,04:29:00,17,30,10,2,6,,,,,,,,,,,,,,,65,48
M25/5231B,02/01/2023 00:00:00,04:44:00,18,34,13,1,5,,,,,,,,,,,,,,,66,53
M25/5231B,02/01/2023 00:00:00,04:59:00,19,50,14,3,8,,,,,,,,,,,,,,,66,75
M25/5231B,02/01/2023 00:00:00,05:14:00,20,44,20,2,9,,,,,,,,,,,,,,,66,75
M25/5231B,02/01/2023 00:00:00,05:29:00,21,63,23,2,14,,,,,,,,,,,,,,,65,102
M25/5231B,02/01/2023 00:00:00,05:44:00,22,63,22,3,5,,,,,,,,,,,,,,,65,93
M25/5231B,02/01/2023 00:00:00,05:59:00,23,74,24,5,9,,,,,,,,,,,,,,,65,112
M25/5231B,02/01/2023 00:00:00,06:14:00,24,75,28,8,13,,,,,,,,,,,,,,,65,124
M25/5231B,02/01/2023 00:00:00,06:29:00,25,71,43,10,9,,,,,,,,,,,,,,,66,133
M25/5231B,02/01/2023 00:00:00,06:44:00,26,79,37,7,9,,,,,,,,,,,,,,,66,132
M25/5231B,02/01/2023 00:00:00,06:59:00,27,78,45,8,6,,,,,,,,,,,,,,,66,137
M25/5231B,02/01/2023 00:00:00,07:14:00,28,79,32,6,14,,,,,,,,,,,,,,,65,131
M25/5231B,02/01/2023 00:00:00,07:29:00,29,88,37,5,9,,,,,,,,,,,,,,,66,139
M25/5231B,02/01/2023 00:00:00,07:44:00,30,95,35,12,11,,,,,,,,,,,,,,,65,153
M25/5231B,02/01/2023 00:00:00,07:59:00,31,109,39,6,7,,,,,,,,,,,,,,,67,161
M25/5231B,02/01/2023 00:00:00,08:14:00,32,113,38,16,9,,,,,,,,,,,,,,,67,176
M25/5231B,02/01/2023 00:00:00,08:29:00,33,164,42,8,6,,,,,,,,,,,,,,,67,220
M25/5231B,02/01/2023 00:00:00,08:44:00,34,148,46,4,19,,,,,,,,,,,,,,,67,217
M25/5231B,02/01/2023 00:00:00,08:59:00,35,174,55,13,11,,,,,,,,,,,,,,,67,253
M25/5231B,02/01/2023 00:00:00,09:14:00,36,221,60,11,6,,,,,,,,,,,,,,,67,298
M25/5231B,02/01/2023 00:00:00,09:29:00,37,227,62,7,9,,,,,,,,,,,,,,,67,305
M25/5231B,02/01/2023 00:00:00,09:44:00,38,257,70,12,12,,,,,,,,,,,,,,,67,351
M25/5231B,02/01/2023 00:00:00,09:59:00,39,312,69,8,12,,,,,,,,,,,,,,,68,401
M25/5231B,02/01/2023 00:00:00,10:14:00,40,295,76,12,10,,,,,,,,,,,,,,,67,393
M25/5231B,02/01/2023 00:00:00,10:29:00,41,334,87,9,15,,,,,,,,,,,,,,,67,445
M25/5231B,02/01/2023 00:00:00,10:44:00,42,402,87,10,10,,,,,,,,,,,,,,,67,509
M25/5231B,02/01/2023 00:00:00,10:59:00,43,423,96,16,15,,,,,,,,,,,,,,,66,550
M25/5231B,02/01/2023 00:00:00,11:14:00,44,456,101,13,14,,,,,,,,,,,,,,,66,584
M25/5231B,02/01/2023 00:00:00,11:29:00,45,498,131,11,21,,,,,,,,,,,,,,,66,661
M25/5231B,02/01/2023 00:00:00,11:44:00,46,456,115,11,14,,,,,,,,,,,,,,,65,596
M25/5231B,02/01/2023 00:00:00,11:59:00,47,531,136,11,8,,,,,,,,,,,,,,,66,686
M25/5231B,02/01/2023 00:00:00,12:14:00,48,501,118,13,10,,,,,,,,,,,,,,,67,642
M25/5231B,02/01/2023 00:00:00,12:29:00,49,525,119,4,12,,,,,,,,,,,,,,,66,660
M25/5231B,02/01/2023 00:00:00,12:44:00,50,517,132,12,14,,,,,,,,,,,,,,,65,675
M25/5231B,02/01/2023 00:00:00,12:59:00,51,502,113,8,16,,,,,,,,,,,,,,,67,639
M25/5231B,02/01/2023 00:00:00,13:14:00,52,497,113,9,14,,,,,,,,,,,,,,,66,633
M25/5231B,02/01/2023 00:00:00,13:29:00,53,422,78,8,13,,,,,,,,,,,,,,,67,521
M25/5231B,02/01/2023 00:00:00,13:44:00,54,397,98,9,14,,,,,,,,,,,,,,,67,518
M25/5231B,02/01/2023 00:00:00,13:59:00,55,466,87,10,15,,,,,,,,,,,,,,,67,578
M25/5231B,02/01/2023 00:00:00,14:14:00,56,415,106,5,12,,,,,,,,,,,,,,,66,538
M25/5231B,02/01/2023 00:00:00,14:29:00,57,423,109,12,13,,,,,,,,,,,,,,,66,557
M25/5231B,02/01/2023 00:00:00,14:44:00,58,450,105,10,3,,,,,,,,,,,,,,,67,568
M25/5231B,02/01/2023 00:00:00,14:59:00,59,451,100,5,8,,,,,,,,,,,,,,,67,564
M25/5231B,02/01/2023 00:00:00,15:14:00,60,413,88,8,9,,,,,,,,,,,,,,,67,518
M25/5231B,02/01/2023 00:00:00,15:29:00,61,446,96,4,11,,,,,,,,,,,,,,,67,557
M25/5231B,02/01/2023 00:00:00,15:44:00,62,420,99,11,14,,,,,,,,,,,,,,,66,544
M25/5231B,02/01/2023 00:00:00,15:59:00,63,380,93,7,12,,,,,,,,,,,,,,,67,492
M25/5231B,02/01/2023 00:00:00,16:14:00,64,317,81,6,11,,,,,,,,,,,,,,,66,415
M25/5231B,02/01/2023 00:00:00,16:29:00,65,490,104,4,20,,,,,,,,,,,,,,,65,618
M25/5231B,02/01/2023 00:00:00,16:44:00,66,395,92,8,10,,,,,,,,,,,,,,,66,505
M25/5231B,02/01/2023 00:00:00,16:59:00,67,347,96,12,7,,,,,,,,,,,,,,,66,462
M25/5231B,02/01/2023 00:00:00,17:14:00,68,361,96,11,16,,,,,,,,,,,,,,,65,484
M25/5231B,02/01/2023 00:00:00,17:29:00,69,338,98,10,8,,,,,,,,,,,,,,,65,454
M25/5231B,02/01/2023 00:00:00,17:44:00,70,316,85,3,16,,,,,,,,,,,,,,,66,420
M25/5231B,02/01/2023 00:00:00,17:59:00,71,289,67,8,11,,,,,,,,,,,,,,,65,375
M25/5231B,02/01/2023 00:00:00,18:14:00,72,267,67,7,13,,,,,,,,,,,,,,,66,354
M25/5231B,02/01/2023 00:00:00,18:29:00,73,247,74,2,12,,,,,,,,,,,,,,,67,335
M25/5231B,02/01/2023 00:00:00,18:44:00,74,229,69,7,12,,,,,,,,,,,,,,,66,317
M25/5231B,02/01/2023 00:00:00,18:59:00,75,242,60,8,9,,,,,,,,,,,,,,,67,319
M25/5231B,02/01/2023 00:00:00,19:14:00,76,267,51,7,10,,,,,,,,,,,,,,,66,335
M25/5231B,02/01/2023 00:00:00,19:29:00,77,280,63,5,17,,,,,,,,,,,,,,,67,365
M25/5231B,02/01/2023 00:00:00,19:44:00,78,256,43,9,6,,,,,,,,,,,,,,,67,314
M25/5231B,02/01/2023 00:00:00,19:59:00,79,242,55,9,6,,,,,,,,,,,,,,,67,312
M25/5231B,02/01/2023 00:00:00,20:14:00,80,203,46,3,5,,,,,,,,,,,,,,,67,257
M25/5231B,02/01/2023 00:00:00,20:29:00,81,199,30,4,7,,,,,,,,,,,,,,,68,240
M25/5231B,02/01/2023 00:00:00,20:44:00,82,161,41,4,9,,,,,,,,,,,,,,,67,215
M25/5231B,02/01/2023 00:00:00,20:59:00,83,175,36,1,11,,,,,,,,,,,,,,,67,223
M25/5231B,02/01/2023 00:00:00,21:14:00,84,158,36,6,9,,,,,,,,,,,,,,,67,209
M25/5231B,02/01/2023 00:00:00,21:29:00,85,142,40,7,8,,,,,,,,,,,,,,,67,197
M25/5231B,02/01/2023 00:00:00,21:44:00,86,121,36,3,9,,,,,,,,,,,,,,,67,169
M25/5231B,02/01/2023 00:00:00,21:59:00,87,121,34,3,9,,,,,,,,,,,,,,,67,167
M25/5231B,02/01/2023 00:00:00,22:14:00,88,122,32,4,11,,,,,,,,,,,,,,,67,169
M25/5231B,02/01/2023 00:00:00,22:29:00,89,99,19,1,9,,,,,,,,,,,,,,,65,128
M25/5231B,02/01/2023 00:00:00,22:44:00,90,84,20,4,5,,,,,,,,,,,,,,,66,113
M25/5231B,02/01/2023 00:00:00,22:59:00,91,72,13,4,8,,,,,,,,,,,,,,,65,97
M25/5231B,02/01/2023 00:00:00,23:14:00,92,67,15,2,16,,,,,,,,,,,,,,,66,100
M25/5231B,02/01/2023 00:00:00,23:29:00,93,51,14,4,6,,,,,,,,,,,,,,,67,75
M25/5231B,02/01/2023 00:00:00,23:44:00,94,53,13,0,5,,,,,,,,,,,,,,,64,71
M25/5231B,02/01/2023 00:00:00,23:59:00,95,41,10,4,9,,,,,,,,,,,,,,,66,64
M25/5231B,03/01/2023 00:00:00,00:14:00,0,31,9,3,8,,,,,,,,,,,,,,,65,51
M25/5231B,03/01/2023 00:00:00,00:29:00,1,26,17,3,10,,,,,,,,,,,,,,,64,56
M25/5231B,03/01/2023 00:00:00,00:44:00,2,44,12,2,10,,,,,,,,,,,,,,,67,68
M25/5231B,03/01/2023 00:00:00,00:59:00,3,47,16,3,9,,,,,,,,,,,,,,,66,75
M25/5231B,03/01/2023 00:00:00,01:14:00,4,39,18,4,15,,,,,,,,,,,,,,,64,76
M25/5231B,03/01/2023 00:00:00,01:29:00,5,51,13,2,7,,,,,,,,,,,,,,,65,73
M25/5231B,03/01/2023 00:00:00,01:44:00,6,44,6,4,11,,,,,,,,,,,,,,,64,65
M25/5231B,03/01/2023 00:00:00,01:59:00,7,46,9,4,9,,,,,,,,,,,,,,,66,68
M25/5231B,03/01/2023 00:00:00,02:14:00,8,20,7,5,12,,,,,,,,,,,,,,,63,44
M25/5231B,03/01/2023 00:00:00,02:29:00,9,18,4,2,10,,,,,,,,,,,,,,,63,34
M25/5231B,03/01/2023 00:00:00,02:44:00,10,16,2,1,9,,,,,,,,,,,,,,,62,28
M25/5231B,03/01/2023 00:00:00,02:59:00,11,16,7,2,6,,,,,,,,,,,,,,,63,31
M25/5231B,03/01/2023 00:00:00,03:14:00,12,8,4,1,8,,,,,,,,,,,,,,,62,21
M25/5231B,03/01/2023 00:00:00,03:29:00,13,19,4,2,8,,,,,,,,,,,,,,,62,33
M25/5231B,03/01/2023 00:00:00,03:44:00,14,10,5,3,7,,,,,,,,,,,,,,,62,25
M25/5231B,03/01/2023 00:00:00,03:59:00,15,8,12,3,15,,,,,,,,,,,,,,,62,38
M25/5231B,03/01/2023 00:00:00,04:14:00,16,20,13,7,19,,,,,,,,,,,,,,,61,59
M25/5231B,03/01/2023 00:00:00,04:29:00,17,42,14,4,19,,,,,,,,,,,,,,,64,79
M25/5231B,03/01/2023 00:00:00,04:44:00,18,53,22,8,18,,,,,,,,,,,,,,,64,101
M25/5231B,03/01/2023 00:00:00,04:59:00,19,52,24,13,19,,,,,,,,,,,,,,,64,108
M25/5231B,03/01/2023 00:00:00,05:14:00,20,82,31,20,26,,,,,,,,,,,,,,,64,159
M25/5231B,03/01/2023 00:00:00,05:29:00,21,114,47,14,24,,,,,,,,,,,,,,,65,199
M25/5231B,03/01/2023 00:00:00,05:44:00,22,136,87,24,31,,,,,,,,,,,,,,,65,278
M25/5231B,03/01/2023 00:00:00,05:59:00,23,215,102,23,21,,,,,,,,,,,,,,,66,361
M25/5231B,03/01/2023 00:00:00,06:14:00,24,269,142,49,36,,,,,,,,,,,,,,,64,496
M25/5231B,03/01/2023 00:00:00,06:29:00,25,350,176,62,44,,,,,,,,,,,,,,,64,632
M25/5231B,03/01/2023 00:00:00,06:44:00,26,330,170,53,36,,,,,,,,,,,,,,,64,589
M25/5231B,03/01/2023 00:00:00,06:59:00,27,338,154,56,32,,,,,,,,,,,,,,,64,580
M25/5231B,03/01/2023 00:00:00,07:14:00,28,280,168,69,37,,,,,,,,,,,,,,,63,554
M25/5231B,03/01/2023 00:00:00,07:29:00,29,326,153,75,37,,,,,,,,,,,,,,,63,591
M25/5231B,03/01/2023 00:00:00,07:44:00,30,293,140,47,42,,,,,,,,,,,,,,,63,522
M25/5231B,03/01/2023 00:00:00,07:59:00,31,317,133,54,44,,,,,,,,,,,,,,,63,548
M25/5231B,03/01/2023 00:00:00,08:14:00,32,277,123,60,41,,,,,,,,,,,,,,,64,501
M25/5231B,03/01/2023 00:00:00,08:29:00,33,276,137,49,44,,,,,,,,,,,,,,,64,506
M25/5231B,03/01/2023 00:00:00,08:44:00,34,251,110,50,28,,,,,,,,,,,,,,,65,439
M25/5231B,03/01/2023 00:00:00,08:59:00,35,247,120,59,53,,,,,,,,,,,,,,,64,479
M25/5231B,03/01/2023 00:00:00,09:14:00,36,262,117,61,41,,,,,,,,,,,,,,,65,481
M25/5231B,03/01/2023 00:00:00,09:29:00,37,231,106,46,29,,,,,,,,,,,,,,,65,412
M25/5231B,03/01/2023 00:00:00,09:44:00,38,249,106,50,38,,,,,,,,,,,,,,,64,443
M25/5231B,03/01/2023 00:00:00,09:59:00,39,246,115,69,44,,,,,,,,,,,,,,,64,474
M25/5231B,03/01/2023 00:00:00,10:14:00,40,234,77,46,42,,,,,,,,,,,,,,,64,399
M25/5231B,03/01/2023 00:00:00,10:29:00,41,245,98,49,36,,,,,,,,,,,,,,,64,428
M25/5231B,03/01/2023 00:00:00,10:44:00,42,296,103,54,34,,,,,,,,,,,,,,,64,487
M25/5231B,03/01/2023 00:00:00,10:59:00,43,306,94,69,53,,,,,,,,,,,,,,,62,522
M25/5231B,03/01/2023 00:00:00,11:14:00,44,304,89,53,30,,,,,,,,,,,,,,,63,476
M25/5231B,03/01/2023 00:00:00,11:29:00,45,287,128,53,51,,,,,,,,,,,,,,,62,519
M25/5231B,03/01/2023 00:00:00,11:44:00,46,283,106,47,41,,,,,,,,,,,,,,,62,477
M25/5231B,03/01/2023 00:00:00,11:59:00,47,304,99,38,39,,,,,,,,,,,,,,,62,480
M25/5231B,03/01/2023 00:00:00,12:14:00,48,295,127,60,34,,,,,,,,,,,,,,,62,516
M25/5231B,03/01/2023 00:00:00,12:29:00,49,329,111,44,36,,,,,,,,,,,,,,,62,520
M25/5231B,03/01/2023 00:00:00,12:44:00,50,328,122,66,29,,,,,,,,,,,,,,,63,545
M25/5231B,03/01/2023 00:00:00,12:59:00,51,292,102,48,38,,,,,,,,,,,,,,,63,480
M25/5231B,03/01/2023 00:00:00,13:14:00,52,311,116,30,38,,,,,,,,,,,,,,,64,495
M25/5231B,03/01/2023 00:00:00,13:29:00,53,315,105,38,30,,,,,,,,,,,,,,,64,488
M25/5231B,03/01/2023 00:00:00,13:44:00,54,297,122,46,33,,,,,,,,,,,,,,,65,498
M25/5231B,03/01/2023 00:00:00,13:59:00,55,330,131,46,43,,,,,,,,,,,,,,,64,550
M25/5231B,03/01/2023 00:00:00,14:14:00,56,279,118,36,25,,,,,,,,,,,,,,,65,458
M25/5231B,03/01/2023 00:00:00,14:29:00,57,260,106,55,33,,,,,,,,,,,,,,,64,454
M25/5231B,03/01/2023 00:00:00,14:44:00,58,281,107,40,27,,,,,,,,,,,,,,,66,455
M25/5231B,03/01/2023 00:00:00,14:59:00,59,324,123,43,37,,,,,,,,,,,,,,,65,527
M25/5231B,03/01/2023 00:00:00,15:14:00,60,307,120,48,42,,,,,,,,,,,,,,,64,517
M25/5231B,03/01/2023 00:00:00,15:29:00,61,359,135,37,26,,,,,,,,,,,,,,,65,557
M25/5231B,03/01/2023 00:00:00,15:44:00,62,405,151,54,38,,,,,,,,,,,,,,,64,648
