Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M25/5243B,18/01/2023 00:00:00,09:59:00,39,410,182,75,65,,,,,,,,,,,,,,,59,732
M25/5243B,18/01/2023 00:00:00,10:14:00,40,421,160,93,82,,,,,,,,,,,,,,,59,756
M25/5243B,18/01/2023 00:00:00,10:29:00,41,384,191,79,76,,,,,,,,,,,,,,,59,730
M25/5243B,18/01/2023 00:00:00,10:44:00,42,350,153,79,51,,,,,,,,,,,,,,,61,633
M25/5243B,18/01/2023 00:00:00,10:59:00,43,345,132,80,51,,,,,,,,,,,,,,,60,608
M25/5243B,18/01/2023 00:00:00,11:14:00,44,352,143,89,68,,,,,,,,,,,,,,,60,652
M25/5243B,18/01/2023 00:00:00,11:29:00,45,348,138,74,62,,,,,,,,,,,,,,,60,622
M25/5243B,18/01/2023 00:00:00,11:44:00,46,396,158,69,79,,,,,,,,,,,,,,,61,702
M25/5243B,18/01/2023 00:00:00,11:59:00,47,379,172,74,61,,,,,,,,,,,,,,,60,686
M25/5243B,18/01/2023 00:00:00,12:14:00,48,317,138,83,41,,,,,,,,,,,,,,,61,579
M25/5243B,18/01/2023 00:00:00,12:29:00,49,364,164,71,57,,,,,,,,,,,,,,,61,656
M25/5243B,18/01/2023 00:00:00,12:44:00,50,371,154,80,49,,,,,,,,,,,,,,,61,654
M25/5243B,18/01/2023 00:00:00,12:59:00,51,360,117,72,52,,,,,,,,,,,,,,,61,601
M25/5243B,18/01/2023 00:00:00,13:14:00,52,416,164,76,64,,,,,,,,,,,,,,,60,720
M25/5243B,18/01/2023 00:00:00,13:29:00,53,414,141,84,62,,,,,,,,,,,,,,,61,701
M25/5243B,18/01/2023 00:00:00,13:44:00,54,396,179,67,70,,,,,,,,,,,,,,,61,712
M25/5243B,18/01/2023 00:00:00,13:59:00,55,409,154,99,46,,,,,,,,,,,,,,,62,708
M25/5243B,18/01/2023 00:00:00,14:14:00,56,433,178,88,55,,,,,,,,,,,,,,,60,754
M25/5243B,18/01/2023 00:00:00,14:29:00,57,414,165,83,44,,,,,,,,,,,,,,,61,706
M25/5243B,18/01/2023 00:00:00,14:44:00,58,471,215,70,49,,,,,,,,,,,,,,,61,805
M25/5243B,18/01/2023 00:00:00,14:59:00,59,440,196,88,35,,,,,,,,,,,,,,,61,759
M25/5243B,18/01/2023 00:00:00,15:14:00,60,478,183,73,50,,,,,,,,,,,,,,,61,784
M25/5243B,18/01/2023 00:00:00,15:29:00,61,553,218,67,50,,,,,,,,,,,,,,,61,888
M25/5243B,18/01/2023 00:00:00,15:44:00,62,613,234,79,73,,,,,,,,,,,,,,,58,999
M25/5243B,18/01/2023 00:00:00,15:59:00,63,578,218,73,56,,,,,,,,,,,,,,,57,925
M25/5243B,18/01/2023 00:00:00,16:14:00,64,555,229,74,44,,,,,,,,,,,,,,,57,902
M25/5243B,18/01/2023 00:00:00,16:29:00,65,667,250,91,36,,,,,,,,,,,,,,,57,1044
M25/5243B,18/01/2023 00:00:00,16:44:00,66,627,208,67,43,,,,,,,,,,,,,,,57,945
M25/5243B,18/01/2023 00:00:00,16:59:00,67,674,236,60,37,,,,,,,,,,,,,,,56,1007
M25/5243B,18/01/2023 00:00:00,17:14:00,68,700,249,60,47,,,,,,,,,,,,,,,55,1056
M25/5243B,18/01/2023 00:00:00,17:29:00,69,673,207,48,46,,,,,,,,,,,,,,,56,974
M25/5243B,18/01/2023 00:00:00,17:44:00,70,633,174,35,34,,,,,,,,,,,,,,,56,876
M25/5243B,18/01/2023 00:00:00,17:59:00,71,614,177,32,34,,,,,,,,,,,,,,,58,857
M25/5243B,18/01/2023 00:00:00,18:14:00,72,581,148,32,25,,,,,,,,,,,,,,,57,786
M25/5243B,18/01/2023 00:00:00,18:29:00,73,477,140,36,26,,,,,,,,,,,,,,,60,679
M25/5243B,18/01/2023 00:00:00,18:44:00,74,522,138,25,35,,,,,,,,,,,,,,,61,720
M25/5243B,18/01/2023 00:00:00,18:59:00,75,462,127,27,26,,,,,,,,,,,,,,,61,642
M25/5243B,18/01/2023 00:00:00,19:14:00,76,371,104,22,23,,,,,,,,,,,,,,,62,520
M25/5243B,18/01/2023 00:00:00,19:29:00,77,337,76,23,33,,,,,,,,,,,,,,,62,469
M25/5243B,18/01/2023 00:00:00,19:44:00,78,315,71,12,21,,,,,,,,,,,,,,,63,419
M25/5243B,18/01/2023 00:00:00,19:59:00,79,289,62,21,21,,,,,,,,,,,,,,,63,393
M25/5243B,18/01/2023 00:00:00,20:14:00,80,256,73,11,29,,,,,,,,,,,,,,,62,369
M25/5243B,18/01/2023 00:00:00,20:29:00,81,228,53,20,24,,,,,,,,,,,,,,,62,325
M25/5243B,18/01/2023 00:00:00,20:44:00,82,193,50,16,16,,,,,,,,,,,,,,,64,275
M25/5243B,18/01/2023 00:00:00,20:59:00,83,187,41,14,18,,,,,,,,,,,,,,,64,260
M25/5243B,18/01/2023 00:00:00,21:14:00,84,153,40,16,18,,,,,,,,,,,,,,,62,227
M25/5243B,18/01/2023 00:00:00,21:29:00,85,169,39,10,27,,,,,,,,,,,,,,,62,245
M25/5243B,18/01/2023 00:00:00,21:44:00,86,140,37,19,20,,,,,,,,,,,,,,,62,216
M25/5243B,18/01/2023 00:00:00,21:59:00,87,192,23,14,29,,,,,,,,,,,,,,,51,258
M25/5243B,18/01/2023 00:00:00,22:14:00,88,160,33,14,26,,,,,,,,,,,,,,,52,233
M25/5243B,18/01/2023 00:00:00,22:29:00,89,133,23,19,39,,,,,,,,,,,,,,,45,214
M25/5243B,18/01/2023 00:00:00,22:44:00,90,113,26,16,40,,,,,,,,,,,,,,,43,195
M25/5243B,18/01/2023 00:00:00,22:59:00,91,115,23,8,33,,,,,,,,,,,,,,,46,179
M25/5243B,18/01/2023 00:00:00,23:14:00,92,104,30,15,36,,,,,,,,,,,,,,,41,185
M25/5243B,18/01/2023 00:00:00,23:29:00,93,86,15,10,40,,,,,,,,,,,,,,,44,151
M25/5243B,18/01/2023 00:00:00,23:44:00,94,87,15,12,37,,,,,,,,,,,,,,,44,151
M25/5243B,18/01/2023 00:00:00,23:59:00,95,70,20,14,41,,,,,,,,,,,,,,,44,145
M25/5243B,19/01/2023 00:00:00,00:14:00,0,65,16,16,31,,,,,,,,,,,,,,,43,128
M25/5243B,19/01/2023 00:00:00,00:29:00,1,50,19,7,40,,,,,,,,,,,,,,,43,116
M25/5243B,19/01/2023 00:00:00,00:44:00,2,53,14,10,39,,,,,,,,,,,,,,,43,116
M25/5243B,19/01/2023 00:00:00,00:59:00,3,50,15,14,30,,,,,,,,,,,,,,,44,109
M25/5243B,19/01/2023 00:00:00,01:14:00,4,38,11,10,35,,,,,,,,,,,,,,,44,94
M25/5243B,19/01/2023 00:00:00,01:29:00,5,21,5,11,32,,,,,,,,,,,,,,,43,69
M25/5243B,19/01/2023 00:00:00,01:44:00,6,19,4,12,39,,,,,,,,,,,,,,,43,74
M25/5243B,19/01/2023 00:00:00,01:59:00,7,15,10,6,34,,,,,,,,,,,,,,,44,65
M25/5243B,19/01/2023 00:00:00,02:14:00,8,19,6,12,33,,,,,,,,,,,,,,,43,70
M25/5243B,19/01/2023 00:00:00,02:29:00,9,10,11,5,31,,,,,,,,,,,,,,,44,57
M25/5243B,19/01/2023 00:00:00,02:44:00,10,17,4,7,17,,,,,,,,,,,,,,,45,45
M25/5243B,19/01/2023 00:00:00,02:59:00,11,13,6,2,23,,,,,,,,,,,,,,,50,44
M25/5243B,19/01/2023 00:00:00,03:14:00,12,16,3,2,29,,,,,,,,,,,,,,,45,50
M25/5243B,19/01/2023 00:00:00,03:29:00,13,18,7,2,17,,,,,,,,,,,,,,,47,44
M25/5243B,19/01/2023 00:00:00,03:44:00,14,23,9,20,12,,,,,,,,,,,,,,,52,64
M25/5243B,19/01/2023 00:00:00,03:59:00,15,36,14,13,21,,,,,,,,,,,,,,,60,84
M25/5243B,19/01/2023 00:00:00,04:14:00,16,34,11,12,17,,,,,,,,,,,,,,,60,74
M25/5243B,19/01/2023 00:00:00,04:29:00,17,54,11,18,17,,,,,,,,,,,,,,,61,100
M25/5243B,19/01/2023 00:00:00,04:44:00,18,57,25,16,21,,,,,,,,,,,,,,,61,119
M25/5243B,19/01/2023 00:00:00,04:59:00,19,69,17,17,22,,,,,,,,,,,,,,,61,125
M25/5243B,19/01/2023 00:00:00,05:14:00,20,110,43,23,35,,,,,,,,,,,,,,,63,211
M25/5243B,19/01/2023 00:00:00,05:29:00,21,134,61,28,43,,,,,,,,,,,,,,,62,266
M25/5243B,19/01/2023 00:00:00,05:44:00,22,164,75,35,41,,,,,,,,,,,,,,,63,315
M25/5243B,19/01/2023 00:00:00,05:59:00,23,253,144,52,59,,,,,,,,,,,,,,,62,508
M25/5243B,19/01/2023 00:00:00,06:14:00,24,433,211,88,74,,,,,,,,,,,,,,,60,806
M25/5243B,19/01/2023 00:00:00,06:29:00,25,491,284,88,63,,,,,,,,,,,,,,,58,926
M25/5243B,19/01/2023 00:00:00,06:44:00,26,397,187,87,65,,,,,,,,,,,,,,,56,736
M25/5243B,19/01/2023 00:00:00,06:59:00,27,416,203,79,37,,,,,,,,,,,,,,,56,735
M25/5243B,19/01/2023 00:00:00,07:14:00,28,453,222,84,60,,,,,,,,,,,,,,,55,819
M25/5243B,19/01/2023 00:00:00,07:29:00,29,466,243,98,53,,,,,,,,,,,,,,,56,860
M25/5243B,19/01/2023 00:00:00,07:44:00,30,509,213,93,60,,,,,,,,,,,,,,,50,875
M25/5243B,19/01/2023 00:00:00,07:59:00,31,573,199,90,74,,,,,,,,,,,,,,,41,936
M25/5243B,19/01/2023 00:00:00,08:14:00,32,544,244,110,61,,,,,,,,,,,,,,,42,959
M25/5243B,19/01/2023 00:00:00,08:29:00,33,595,257,123,83,,,,,,,,,,,,,,,37,1058
M25/5243B,19/01/2023 00:00:00,08:44:00,34,549,212,116,79,,,,,,,,,,,,,,,42,956
M25/5243B,19/01/2023 00:00:00,08:59:00,35,491,190,87,46,,,,,,,,,,,,,,,58,814
M25/5243B,19/01/2023 00:00:00,09:14:00,36,397,153,66,51,,,,,,,,,,,,,,,61,667
M25/5243B,19/01/2023 00:00:00,09:29:00,37,389,162,66,53,,,,,,,,,,,,,,,61,670
M25/5243B,19/01/2023 00:00:00,09:44:00,38,409,180,66,49,,,,,,,,,,,,,,,61,704
M25/5243B,19/01/2023 00:00:00,09:59:00,39,330,159,73,43,,,,,,,,,,,,,,,61,605
M25/5243B,19/01/2023 00:00:00,10:14:00,40,377,181,64,75,,,,,,,,,,,,,,,60,697
M25/5243B,19/01/2023 00:00:00,10:29:00,41,445,190,101,94,,,,,,,,,,,,,,,56,830
M25/5243B,19/01/2023 00:00:00,10:44:00,42,440,164,90,80,,,,,,,,,,,,,,,59,774
M25/5243B,19/01/2023 00:00:00,10:59:00,43,321,139,75,58,,,,,,,,,,,,,,,60,593
M25/5243B,19/01/2023 00:00:00,11:14:00,44,411,150,102,93,,,,,,,,,,,,,,,58,756
M25/5243B,19/01/2023 00:00:00,11:29:00,45,440,172,75,83,,,,,,,,,,,,,,,58,770
M25/5243B,19/01/2023 00:00:00,11:44:00,46,380,124,77,61,,,,,,,,,,,,,,,59,642
M25/5243B,19/01/2023 00:00:00,11:59:00,47,383,126,65,61,,,,,,,,,,,,,,,61,635
M25/5243B,19/01/2023 00:00:00,12:14:00,48,375,184,83,60,,,,,,,,,,,,,,,61,702
M25/5243B,19/01/2023 00:00:00,12:29:00,49,397,165,83,57,,,,,,,,,,,,,,,61,702
M25/5243B,19/01/2023 00:00:00,12:44:00,50,301,132,80,37,,,,,,,,,,,,,,,61,550
M25/5243B,19/01/2023 00:00:00,12:59:00,51,461,197,93,82,,,,,,,,,,,,,,,59,833
M25/5243B,19/01/2023 00:00:00,13:14:00,52,355,182,80,52,,,,,,,,,,,,,,,61,669
M25/5243B,19/01/2023 00:00:00,13:29:00,53,372,135,85,50,,,,,,,,,,,,,,,62,642
M25/5243B,19/01/2023 00:00:00,13:44:00,54,370,171,88,55,,,,,,,,,,,,,,,61,684
M25/5243B,19/01/2023 00:00:00,13:59:00,55,408,176,99,62,,,,,,,,,,,,,,,61,745
M25/5243B,19/01/2023 00:00:00,14:14:00,56,418,191,103,44,,,,,,,,,,,,,,,61,756
M25/5243B,19/01/2023 00:00:00,14:29:00,57,423,146,84,42,,,,,,,,,,,,,,,62,695
M25/5243B,19/01/2023 00:00:00,14:44:00,58,426,178,76,37,,,,,,,,,,,,,,,61,717
M25/5243B,19/01/2023 00:00:00,14:59:00,59,502,223,85,41,,,,,,,,,,,,,,,57,851
M25/5243B,19/01/2023 00:00:00,15:14:00,60,458,193,77,44,,,,,,,,,,,,,,,61,772
M25/5243B,19/01/2023 00:00:00,15:29:00,61,499,221,75,54,,,,,,,,,,,,,,,61,849
M25/5243B,19/01/2023 00:00:00,15:44:00,62,530,243,64,35,,,,,,,,,,,,,,,61,872
M25/5243B,19/01/2023 00:00:00,15:59:00,63,543,214,74,48,,,,,,,,,,,,,,,61,879
M25/5243B,19/01/2023 00:00:00,16:14:00,64,607,217,65,59,,,,,,,,,,,,,,,59,948
M25/5243B,19/01/2023 00:00:00,16:29:00,65,660,216,70,44,,,,,,,,,,,,,,,56,990
M25/5243B,19/01/2023 00:00:00,16:44:00,66,699,233,67,36,,,,,,,,,,,,,,,47,1035
M25/5243B,19/01/2023 00:00:00,16:59:00,67,661,209,59,34,,,,,,,,,,,,,,,50,963
M25/5243B,19/01/2023 00:00:00,17:14:00,68,642,223,59,31,,,,,,,,,,,,,,,56,955
M25/5243B,19/01/2023 00:00:00,17:29:00,69,666,238,61,41,,,,,,,,,,,,,,,52,1006
M25/5243B,19/01/2023 00:00:00,17:44:00,70,585,183,50,34,,,,,,,,,,,,,,,58,852
M25/5243B,19/01/2023 00:00:00,17:59:00,71,661,176,26,27,,,,,,,,,,,,,,,59,890
M25/5243B,19/01/2023 00:00:00,18:14:00,72,597,171,26,33,,,,,,,,,,,,,,,60,827
M25/5243B,19/01/2023 00:00:00,18:29:00,73,550,169,34,32,,,,,,,,,,,,,,,61,785
M25/5243B,19/01/2023 00:00:00,18:44:00,74,499,111,28,27,,,,,,,,,,,,,,,61,665
M25/5243B,19/01/2023 00:00:00,18:59:00,75,458,115,22,20,,,,,,,,,,,,,,,62,615
M25/5243B,19/01/2023 00:00:00,19:14:00,76,406,119,26,14,,,,,,,,,,,,,,,62,565
M25/5243B,19/01/2023 00:00:00,19:29:00,77,400,104,23,32,,,,,,,,,,,,,,,62,559
M25/5243B,19/01/2023 00:00:00,19:44:00,78,344,89,23,22,,,,,,,,,,,,,,,62,478
M25/5243B,19/01/2023 00:00:00,19:59:00,79,267,58,25,17,,,,,,,,,,,,,,,64,367
M25/5243B,19/01/2023 00:00:00,20:14:00,80,253,55,15,22,,,,,,,,,,,,,,,61,345
M25/5243B,19/01/2023 00:00:00,20:29:00,81,226,55,12,17,,,,,,,,,,,,,,,62,310
M25/5243B,19/01/2023 00:00:00,20:44:00,82,170,43,15,17,,,,,,,,,,,,,,,63,245
M25/5243B,19/01/2023 00:00:00,20:59:00,83,146,34,12,16,,,,,,,,,,,,,,,62,208
M25/5243B,19/01/2023 00:00:00,21:14:00,84,152,25,8,20,,,,,,,,,,,,,,,63,205
M25/5243B,19/01/2023 00:00:00,21:29:00,85,145,39,13,25,,,,,,,,,,,,,,,62,222
M25/5243B,19/01/2023 00:00:00,21:44:00,86,142,39,9,16,,,,,,,,,,,,,,,64,206
M25/5243B,19/01/2023 00:00:00,21:59:00,87,146,34,20,15,,,,,,,,,,,,,,,63,215
M25/5243B,19/01/2023 00:00:00,22:14:00,88,133,25,13,13,,,,,,,,,,,,,,,63,184
M25/5243B,19/01/2023 00:00:00,22:29:00,89,92,22,13,13,,,,,,,,,,,,,,,59,140
M25/5243B,19/01/2023 00:00:00,22:44:00,90,10,1,0,0,,,,,,,,,,,,,,,53,11
M25/5243B,19/01/2023 00:00:00,22:59:00,91,8,2,0,1,,,,,,,,,,,,,,,52,11
M25/5243B,19/01/2023 00:00:00,23:14:00,92,11,1,0,0,,,,,,,,,,,,,,,50,12
M25/5243B,19/01/2023 00:00:00,23:29:00,93,185,39,13,40,,,,,,,,,,,,,,,50,277
M25/5243B,19/01/2023 00:00:00,23:44:00,94,191,53,23,45,,,,,,,,,,,,,,,56,312
M25/5243B,19/01/2023 00:00:00,23:59:00,95,32,4,3,2,,,,,,,,,,,,,,,60,41
M25/5243B,20/01/2023 00:00:00,00:14:00,0,46,16,3,28,,,,,,,,,,,,,,,59,93
M25/5243B,20/01/2023 00:00:00,00:29:00,1,42,15,14,11,,,,,,,,,,,,,,,60,82
M25/5243B,20/01/2023 00:00:00,00:44:00,2,45,14,13,11,,,,,,,,,,,,,,,61,83
M25/5243B,20/01/2023 00:00:00,00:59:00,3,50,8,4,10,,,,,,,,,,,,,,,61,72
M25/5243B,20/01/2023 00:00:00,01:14:00,4,39,4,4,8,,,,,,,,,,,,,,,61,55
M25/5243B,20/01/2023 00:00:00,01:29:00,5,32,4,8,14,,,,,,,,,,,,,,,58,58
M25/5243B,20/01/2023 00:00:00,01:44:00,6,17,3,4,17,,,,,,,,,,,,,,,56,41
M25/5243B,20/01/2023 00:00:00,01:59:00,7,27,8,7,13,,,,,,,,,,,,,,,60,55
M25/5243B,20/01/2023 00:00:00,02:14:00,8,20,4,11,11,,,,,,,,,,,,,,,59,46
M25/5243B,20/01/2023 00:00:00,02:29:00,9,16,4,9,10,,,,,,,,,,,,,,,59,39
M25/5243B,20/01/2023 00:00:00,02:44:00,10,14,7,6,14,,,,,,,,,,,,,,,57,41
M25/5243B,20/01/2023 00:00:00,02:59:00,11,17,3,5,9,,,,,,,,,,,,,,,59,34
M25/5243B,20/01/2023 00:00:00,03:14:00,12,19,4,7,11,,,,,,,,,,,,,,,61,41
M25/5243B,20/01/2023 00:00:00,03:29:00,13,23,11,9,16,,,,,,,,,,,,,,,59,59
M25/5243B,20/01/2023 00:00:00,03:44:00,14,40,15,7,10,,,,,,,,,,,,,,,61,72
M25/5243B,20/01/2023 00:00:00,03:59:00,15,44,8,12,14,,,,,,,,,,,,,,,61,78
M25/5243B,20/01/2023 00:00:00,04:14:00,16,37,19,6,18,,,,,,,,,,,,,,,60,80
M25/5243B,20/01/2023 00:00:00,04:29:00,17,36,25,10,20,,,,,,,,,,,,,,,60,91
M25/5243B,20/01/2023 00:00:00,04:44:00,18,63,22,14,21,,,,,,,,,,,,,,,61,120
M25/5243B,20/01/2023 00:00:00,04:59:00,19,84,35,23,22,,,,,,,,,,,,,,,61,164
M25/5243B,20/01/2023 00:00:00,05:14:00,20,89,52,14,34,,,,,,,,,,,,,,,62,189
M25/5243B,20/01/2023 00:00:00,05:29:00,21,119,53,27,40,,,,,,,,,,,,,,,61,239
M25/5243B,20/01/2023 00:00:00,05:44:00,22,185,81,32,56,,,,,,,,,,,,,,,62,354
M25/5243B,20/01/2023 00:00:00,05:59:00,23,261,126,62,40,,,,,,,,,,,,,,,62,489
M25/5243B,20/01/2023 00:00:00,06:14:00,24,356,188,81,63,,,,,,,,,,,,,,,60,688
M25/5243B,20/01/2023 00:00:00,06:29:00,25,462,217,93,61,,,,,,,,,,,,,,,60,833
M25/5243B,20/01/2023 00:00:00,06:44:00,26,353,230,88,61,,,,,,,,,,,,,,,58,732
M25/5243B,20/01/2023 00:00:00,06:59:00,27,366,199,100,53,,,,,,,,,,,,,,,57,718
M25/5243B,20/01/2023 00:00:00,07:14:00,28,372,196,82,70,,,,,,,,,,,,,,,56,720
M25/5243B,20/01/2023 00:00:00,07:29:00,29,373,180,85,64,,,,,,,,,,,,,,,56,702
M25/5243B,20/01/2023 00:00:00,07:44:00,30,340,151,82,76,,,,,,,,,,,,,,,44,649
M25/5243B,20/01/2023 00:00:00,07:59:00,31,398,194,106,104,,,,,,,,,,,,,,,38,802
M25/5243B,20/01/2023 00:00:00,08:14:00,32,381,172,95,51,,,,,,,,,,,,,,,43,699
M25/5243B,20/01/2023 00:00:00,08:29:00,33,403,141,78,52,,,,,,,,,,,,,,,57,674
M25/5243B,20/01/2023 00:00:00,08:44:00,34,369,162,86,83,,,,,,,,,,,,,,,57,700
M25/5243B,20/01/2023 00:00:00,08:59:00,35,386,157,90,52,,,,,,,,,,,,,,,61,685
M25/5243B,20/01/2023 00:00:00,09:14:00,36,415,158,83,64,,,,,,,,,,,,,,,58,720
M25/5243B,20/01/2023 00:00:00,09:29:00,37,358,161,87,43,,,,,,,,,,,,,,,61,649
M25/5243B,20/01/2023 00:00:00,09:44:00,38,386,129,76,60,,,,,,,,,,,,,,,60,651
M25/5243B,20/01/2023 00:00:00,09:59:00,39,396,133,71,60,,,,,,,,,,,,,,,60,660
M25/5243B,20/01/2023 00:00:00,10:14:00,40,421,144,74,52,,,,,,,,,,,,,,,60,691
M25/5243B,20/01/2023 00:00:00,10:29:00,41,372,131,74,46,,,,,,,,,,,,,,,60,623
M25/5243B,20/01/2023 00:00:00,10:44:00,42,372,109,69,72,,,,,,,,,,,,,,,59,622
M25/5243B,20/01/2023 00:00:00,10:59:00,43,374,127,75,64,,,,,,,,,,,,,,,60,640
M25/5243B,20/01/2023 00:00:00,11:14:00,44,385,124,64,56,,,,,,,,,,,,,,,60,629
M25/5243B,20/01/2023 00:00:00,11:29:00,45,467,148,66,52,,,,,,,,,,,,,,,59,733
M25/5243B,20/01/2023 00:00:00,11:44:00,46,456,155,84,59,,,,,,,,,,,,,,,59,754
M25/5243B,20/01/2023 00:00:00,11:59:00,47,415,141,78,51,,,,,,,,,,,,,,,58,685
M25/5243B,20/01/2023 00:00:00,12:14:00,48,373,139,63,37,,,,,,,,,,,,,,,61,612
M25/5243B,20/01/2023 00:00:00,12:29:00,49,427,158,59,41,,,,,,,,,,,,,,,60,685
M25/5243B,20/01/2023 00:00:00,12:44:00,50,391,154,59,41,,,,,,,,,,,,,,,61,645
M25/5243B,20/01/2023 00:00:00,12:59:00,51,434,146,80,37,,,,,,,,,,,,,,,60,697
M25/5243B,20/01/2023 00:00:00,13:14:00,52,398,138,53,31,,,,,,,,,,,,,,,61,620
M25/5243B,20/01/2023 00:00:00,13:29:00,53,472,169,73,50,,,,,,,,,,,,,,,60,764
M25/5243B,20/01/2023 00:00:00,13:44:00,54,510,202,71,40,,,,,,,,,,,,,,,60,823
M25/5243B,20/01/2023 00:00:00,13:59:00,55,440,145,67,37,,,,,,,,,,,,,,,61,689
M25/5243B,20/01/2023 00:00:00,14:14:00,56,492,176,60,29,,,,,,,,,,,,,,,60,757
M25/5243B,20/01/2023 00:00:00,14:29:00,57,452,174,49,41,,,,,,,,,,,,,,,53,716
M25/5243B,20/01/2023 00:00:00,14:44:00,58,463,150,59,40,,,,,,,,,,,,,,,57,712
M25/5243B,20/01/2023 00:00:00,14:59:00,59,419,159,56,22,,,,,,,,,,,,,,,63,656
M25/5243B,20/01/2023 00:00:00,15:14:00,60,392,130,59,34,,,,,,,,,,,,,,,63,615
M25/5243B,20/01/2023 00:00:00,15:29:00,61,503,182,62,27,,,,,,,,,,,,,,,62,774
M25/5243B,20/01/2023 00:00:00,15:44:00,62,545,213,65,36,,,,,,,,,,,,,,,61,859
M25/5243B,20/01/2023 00:00:00,15:59:00,63,508,173,56,29,,,,,,,,,,,,,,,61,766
M25/5243B,20/01/2023 00:00:00,16:14:00,64,556,199,45,30,,,,,,,,,,,,,,,61,830
M25/5243B,20/01/2023 00:00:00,16:29:00,65,541,159,44,21,,,,,,,,,,,,,,,60,765
M25/5243B,20/01/2023 00:00:00,16:44:00,66,486,171,32,19,,,,,,,,,,,,,,,61,708
M25/5243B,20/01/2023 00:00:00,16:59:00,67,583,148,40,27,,,,,,,,,,,,,,,54,798
M25/5243B,20/01/2023 00:00:00,17:14:00,68,588,173,39,24,,,,,,,,,,,,,,,51,824
M25/5243B,20/01/2023 00:00:00,17:29:00,69,573,141,33,24,,,,,,,,,,,,,,,45,771
M25/5243B,20/01/2023 00:00:00,17:44:00,70,530,142,41,17,,,,,,,,,,,,,,,53,730
M25/5243B,20/01/2023 00:00:00,17:59:00,71,499,125,40,26,,,,,,,,,,,,,,,59,690
M25/5243B,20/01/2023 00:00:00,18:14:00,72,526,143,31,20,,,,,,,,,,,,,,,60,720
M25/5243B,20/01/2023 00:00:00,18:29:00,73,502,112,33,16,,,,,,,,,,,,,,,60,663
M25/5243B,20/01/2023 00:00:00,18:44:00,74,473,110,25,10,,,,,,,,,,,,,,,61,618
M25/5243B,20/01/2023 00:00:00,18:59:00,75,401,86,25,16,,,,,,,,,,,,,,,55,528
M25/5243B,20/01/2023 00:00:00,19:14:00,76,436,94,24,17,,,,,,,,,,,,,,,61,571
M25/5243B,20/01/2023 00:00:00,19:29:00,77,388,85,29,16,,,,,,,,,,,,,,,62,518
M25/5243B,20/01/2023 00:00:00,19:44:00,78,380,80,18,16,,,,,,,,,,,,,,,61,494
M25/5243B,20/01/2023 00:00:00,19:59:00,79,436,79,26,26,,,,,,,,,,,,,,,61,567
M25/5243B,20/01/2023 00:00:00,20:14:00,80,306,60,17,19,,,,,,,,,,,,,,,60,402
M25/5243B,20/01/2023 00:00:00,20:29:00,81,290,61,17,22,,,,,,,,,,,,,,,54,390
M25/5243B,20/01/2023 00:00:00,20:44:00,82,247,61,17,26,,,,,,,,,,,,,,,54,351
M25/5243B,20/01/2023 00:00:00,20:59:00,83,223,50,22,21,,,,,,,,,,,,,,,54,316
M25/5243B,20/01/2023 00:00:00,21:14:00,84,181,31,11,16,,,,,,,,,,,,,,,56,239
M25/5243B,20/01/2023 00:00:00,21:29:00,85,244,49,16,23,,,,,,,,,,,,,,,60,332
M25/5243B,20/01/2023 00:00:00,21:44:00,86,156,35,9,16,,,,,,,,,,,,,,,63,216
M25/5243B,20/01/2023 00:00:00,21:59:00,87,183,41,13,16,,,,,,,,,,,,,,,63,253
M25/5243B,20/01/2023 00:00:00,22:14:00,88,155,40,15,11,,,,,,,,,,,,,,,63,221
M25/5243B,20/01/2023 00:00:00,22:29:00,89,135,25,11,12,,,,,,,,,,,,,,,64,183
M25/5243B,20/01/2023 00:00:00,22:44:00,90,128,26,12,14,,,,,,,,,,,,,,,64,180
M25/5243B,20/01/2023 00:00:00,22:59:00,91,136,29,13,13,,,,,,,,,,,,,,,63,191
M25/5243B,20/01/2023 00:00:00,23:14:00,92,112,25,7,6,,,,,,,,,,,,,,,64,150
M25/5243B,20/01/2023 00:00:00,23:29:00,93,99,18,5,15,,,,,,,,,,,,,,,62,137
M25/5243B,20/01/2023 00:00:00,23:44:00,94,82,18,7,11,,,,,,,,,,,,,,,61,118
M25/5243B,20/01/2023 00:00:00,23:59:00,95,45,11,11,5,,,,,,,,,,,,,,,63,72
M25/5243B,21/01/2023 00:00:00,00:14:00,0,119,29,8,19,,,,,,,,,,,,,,,62,175
M25/5243B,21/01/2023 00:00:00,00:29:00,1,79,24,7,17,,,,,,,,,,,,,,,56,127
M25/5243B,21/01/2023 00:00:00,00:44:00,2,64,10,6,8,,,,,,,,,,,,,,,63,88
M25/5243B,21/01/2023 00:00:00,00:59:00,3,79,7,13,7,,,,,,,,,,,,,,,62,106
M25/5243B,21/01/2023 00:00:00,01:14:00,4,50,12,5,8,,,,,,,,,,,,,,,61,75
M25/5243B,21/01/2023 00:00:00,01:29:00,5,56,11,4,11,,,,,,,,,,,,,,,62,82
